0/2023,6:48:58,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
144238,6/26/2023,9:40:40,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
144239,6/26/2023,9:41:09,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
144240,6/26/2023,9:41:20,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
144241,6/26/2023,9:41:43,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
144242,6/26/2023,9:41:44,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
144243,6/26/2023,9:42:36,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
144244,6/26/2023,9:42:42,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
144245,6/26/2023,9:42:46,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
144246,6/26/2023,9:42:48,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
144247,6/26/2023,9:42:56,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
144248,6/26/2023,9:43:23,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
144249,6/26/2023,9:43:51,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
144250,6/26/2023,9:43:53,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
144251,6/26/2023,9:43:53,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
144252,6/26/2023,9:45:50,3,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
144253,6/26/2023,9:45:53,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
144254,6/26/2023,9:46:01,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
144255,6/26/2023,9:46:21,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
144256,6/26/2023,9:46:21,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
144257,6/26/2023,9:47:37,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
144258,6/26/2023,9:48:26,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
144259,6/26/2023,9:48:34,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
144260,6/26/2023,9:48:40,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
144261,6/26/2023,9:48:40,1,8,Hell's Kitchen,18,10.95,Loose Tea,Chai tea,Spicy Eye Opener Chai
144262,6/26/2023,9:49:31,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
144263,6/26/2023,9:50:25,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
144264,6/26/2023,9:50:31,3,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
144265,6/26/2023,9:50:32,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
144266,6/26/2023,9:50:35,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
144267,6/26/2023,9:51:18,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
144268,6/26/2023,9:51:32,2,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
144269,6/26/2023,9:51:32,2,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
144270,6/26/2023,9:52:00,3,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
144271,6/26/2023,9:54:08,3,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
144272,6/26/2023,9:54:08,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
144273,6/26/2023,9:54:19,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
144274,6/26/2023,9:54:56,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
144275,6/26/2023,9:55:17,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
144276,6/26/2023,9:56:53,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
144277,6/26/2023,9:58:10,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
144278,6/26/2023,9:58:15,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
144279,6/26/2023,9:58:20,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
144280,6/26/2023,9:58:37,3,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
144281,6/26/2023,9:58:56,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
144282,6/26/2023,9:59:06,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
144283,6/26/2023,9:59:48,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
144284,6/26/2023,9:59:54,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
144285,6/26/2023,9:59:58,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
144286,6/26/2023,10:00:45,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
144287,6/26/2023,10:01:13,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
144288,6/26/2023,10:01:17,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
144289,6/26/2023,10:01:17,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
144290,6/26/2023,10:01:35,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
144291,6/26/2023,10:02:02,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
144292,6/26/2023,10:02:58,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
144293,6/26/2023,10:02:58,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
144294,6/26/2023,10:03:13,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
144295,6/26/2023,10:04:42,3,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
144296,6/26/2023,10:04:42,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
144297,6/26/2023,10:05:20,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
144298,6/26/2023,10:05:20,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
144299,6/26/2023,10:05:24,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
144300,6/26/2023,10:05:58,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
144301,6/26/2023,10:07:11,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
144302,6/26/2023,10:07:25,3,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
144303,6/26/2023,10:07:32,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
144304,6/26/2023,10:07:50,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
144305,6/26/2023,10:07:53,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
144306,6/26/2023,10:09:23,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
144307,6/26/2023,10:10:22,3,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
144308,6/26/2023,10:10:30,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
144309,6/26/2023,10:10:30,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
144310,6/26/2023,10:10:44,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
144311,6/26/2023,10:10:52,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
144312,6/26/2023,10:11:03,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
144313,6/26/2023,10:11:18,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
144314,6/26/2023,10:11:43,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
144315,6/26/2023,10:12:13,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
144316,6/26/2023,10:12:18,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
144317,6/26/2023,10:12:54,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
144318,6/26/2023,10:12:54,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
144319,6/26/2023,10:12:54,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
144320,6/26/2023,10:13:39,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
144321,6/26/2023,10:13:39,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
144322,6/26/2023,10:14:12,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
144323,6/26/2023,10:15:21,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
144324,6/26/2023,10:15:51,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
144325,6/26/2023,10:15:51,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
144326,6/26/2023,10:15:58,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
144327,6/26/2023,10:16:19,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
144328,6/26/2023,10:16:53,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
144329,6/26/2023,10:17:02,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
144330,6/26/2023,10:17:02,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
144331,6/26/2023,10:17:39,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
144332,6/26/2023,10:17:56,3,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
144333,6/26/2023,10:18:02,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
144334,6/26/2023,10:19:05,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
144335,6/26/2023,10:20:27,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
144336,6/26/2023,10:20:37,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
144337,6/26/2023,10:21:10,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
144338,6/26/2023,10:21:10,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
144339,6/26/2023,10:21:22,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
144340,6/26/2023,10:21:22,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
144341,6/26/2023,10:21:32,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
144342,6/26/2023,10:22:04,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
144343,6/26/2023,10:23:00,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
144344,6/26/2023,10:23:56,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
144345,6/26/2023,10:24:42,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
144346,6/26/2023,10:25:50,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
144347,6/26/2023,10:26:37,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
144348,6/26/2023,10:27:42,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
144349,6/26/2023,10:28:42,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
144350,6/26/2023,10:29:02,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
144351,6/26/2023,10:30:16,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
144352,6/26/2023,10:31:36,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
144353,6/26/2023,10:31:40,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
144354,6/26/2023,10:32:03,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
144355,6/26/2023,10:33:43,3,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
144356,6/26/2023,10:34:28,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
144357,6/26/2023,10:35:09,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
144358,6/26/2023,10:35:19,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
144359,6/26/2023,10:35:23,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
144360,6/26/2023,10:35:32,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
144361,6/26/2023,10:35:33,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
144362,6/26/2023,10:35:33,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
144363,6/26/2023,10:35:43,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
144364,6/26/2023,10:36:10,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
144365,6/26/2023,10:36:39,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
144366,6/26/2023,10:37:11,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
144367,6/26/2023,10:37:14,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
144368,6/26/2023,10:37:14,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
144369,6/26/2023,10:37:41,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
144370,6/26/2023,10:37:52,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
144371,6/26/2023,10:37:56,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
144372,6/26/2023,10:39:25,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
144373,6/26/2023,10:39:30,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
144374,6/26/2023,10:40:54,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
144375,6/26/2023,10:40:54,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
144376,6/26/2023,10:41:40,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
144377,6/26/2023,10:42:54,3,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
144378,6/26/2023,10:43:26,1,8,Hell's Kitchen,15,9.25,Loose Tea,Green tea,Serenity Green Tea
144379,6/26/2023,10:44:18,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
144380,6/26/2023,10:45:38,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
144381,6/26/2023,10:45:52,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
144382,6/26/2023,10:46:04,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
144383,6/26/2023,10:47:12,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
144384,6/26/2023,10:47:18,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
144385,6/26/2023,10:48:15,3,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
144386,6/26/2023,10:48:15,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
144387,6/26/2023,10:48:37,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
144388,6/26/2023,10:49:11,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
144389,6/26/2023,10:49:11,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
144390,6/26/2023,10:49:19,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
144391,6/26/2023,10:50:09,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
144392,6/26/2023,10:50:29,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
144393,6/26/2023,10:50:52,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
144394,6/26/2023,10:51:52,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
144395,6/26/2023,10:51:54,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
144396,6/26/2023,10:52:22,3,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
144397,6/26/2023,10:52:25,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
144398,6/26/2023,10:53:10,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
144399,6/26/2023,10:53:41,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
144400,6/26/2023,10:54:02,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
144401,6/26/2023,10:58:37,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
144402,6/26/2023,10:58:43,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
144403,6/26/2023,10:58:56,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
144404,6/26/2023,11:00:15,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
144405,6/26/2023,11:02:00,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
144406,6/26/2023,11:04:05,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
144407,6/26/2023,11:05:07,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
144408,6/26/2023,11:05:21,3,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
144409,6/26/2023,11:06:03,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
144410,6/26/2023,11:06:37,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
144411,6/26/2023,11:08:19,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
144412,6/26/2023,11:09:09,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
144413,6/26/2023,11:09:13,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
144414,6/26/2023,11:11:20,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
144415,6/26/2023,11:11:52,3,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
144416,6/26/2023,11:11:52,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
144417,6/26/2023,11:12:20,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
144418,6/26/2023,11:13:32,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
144419,6/26/2023,11:13:32,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
144420,6/26/2023,11:13:32,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
144421,6/26/2023,11:14:14,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
144422,6/26/2023,11:16:42,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
144423,6/26/2023,11:17:00,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
144424,6/26/2023,11:18:35,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
144425,6/26/2023,11:19:13,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
144426,6/26/2023,11:20:39,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
144427,6/26/2023,11:20:39,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
144428,6/26/2023,11:20:39,1,8,Hell's Kitchen,15,9.25,Loose Tea,Green tea,Serenity Green Tea
144429,6/26/2023,11:21:29,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
144430,6/26/2023,11:22:16,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
144431,6/26/2023,11:22:48,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
144432,6/26/2023,11:22:55,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
144433,6/26/2023,11:23:07,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
144434,6/26/2023,11:23:41,3,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
144435,6/26/2023,11:23:42,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
144436,6/26/2023,11:24:25,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
144437,6/26/2023,11:25:50,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
144438,6/26/2023,11:26:08,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
144439,6/26/2023,11:26:25,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
144440,6/26/2023,11:26:44,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
144441,6/26/2023,11:26:52,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
144442,6/26/2023,11:26:52,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
144443,6/26/2023,11:27:06,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
144444,6/26/2023,11:28:01,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
144445,6/26/2023,11:28:55,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
144446,6/26/2023,11:30:49,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
144447,6/26/2023,11:31:39,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
144448,6/26/2023,11:31:58,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
144449,6/26/2023,11:32:27,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
144450,6/26/2023,11:32:31,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
144451,6/26/2023,11:32:31,1,5,Lower Manhattan,6,21,Coffee beans,Gourmet Beans,Ethiopia
144452,6/26/2023,11:34:48,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
144453,6/26/2023,11:34:48,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
144454,6/26/2023,11:36:18,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
144455,6/26/2023,11:36:29,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
144456,6/26/2023,11:37:30,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
144457,6/26/2023,11:37:30,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
144458,6/26/2023,11:38:38,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
144459,6/26/2023,11:39:27,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
144460,6/26/2023,11:39:37,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
144461,6/26/2023,11:40:03,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
144462,6/26/2023,11:40:14,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
144463,6/26/2023,11:41:40,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
144464,6/26/2023,11:42:35,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
144465,6/26/2023,11:44:47,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
144466,6/26/2023,11:47:16,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
144467,6/26/2023,11:48:51,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
144468,6/26/2023,11:51:36,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
144469,6/26/2023,11:51:46,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
144470,6/26/2023,11:51:46,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
144471,6/26/2023,11:51:59,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
144472,6/26/2023,11:53:23,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
144473,6/26/2023,11:54:11,3,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
144474,6/26/2023,11:54:33,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
